customer_name,customer_id,campaign_name,campaign_state,campaign_type,campaign_sub_type,campaign_id,data_day,country,device,network,currency,time_zone,month,clicks,impressions,cost,conversions,views,all_conversions,all_conversions_value,fetch_time,conversions_value,conversions_from_interactions_rate,cost_per_conversion,day_of_week,week_of_year,month_of_year,quarter,year,quarter_of_year,week_with_date
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,TR,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,2,11,0.0009203999999999999,2,0,2,0,2022-12-19 00:32:52,0,1,1534,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,TM,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,4,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,PE,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,NI,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,MG,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,MA,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,3,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,KG,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,IQ,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,3,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,IN,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,1,1,0.0003249,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,HT,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,2,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,GT,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,DZ,TABLET,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,DZ,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,6,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,BY,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,BO,TABLET,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,BO,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,BD,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,AR,TABLET,Google search,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,AR,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,2,31,0.0009239999999999999,1,0,1,0,2022-12-19 00:32:52,0,0.5,3080,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-01-36,72558742,钢琴App promotion-App-1,ENABLED,App,APP_CAMPAIGN,19006054010,2022-12-19,2192,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-02-9,72227747,App promotion-App-1,ENABLED,App,APP_CAMPAIGN,18728168345,2022-12-19,MY,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-02-9,72227747,App promotion-App-1,ENABLED,App,APP_CAMPAIGN,18728168345,2022-12-19,ID,TABLET,Google search,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-02-9,72227747,App promotion-App-1,ENABLED,App,APP_CAMPAIGN,18728168345,2022-12-19,ID,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,3,6,0.0033003,2,0,2,0,2022-12-19 00:32:52,0,0.6666,5500.5,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
LI-02-9,72227747,App promotion-App-1,ENABLED,App,APP_CAMPAIGN,18728168345,2022-12-19,ID,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:52,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
� YJ-SM-,70447023,yeahlead_VN_magpiecredit app_M_UAC2.5-221123,ENABLED,App,APP_CAMPAIGN,19012191558,2022-12-19,VN,MOBILE,Search partners,USD,Asia/Hong_Kong,Dec 2022,1,111,0.162,0,0,0,0,2022-12-19 00:32:55,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
� YJ-SM-,70447023,yeahlead_VN_magpiecredit app_M_UAC2.5-221123,ENABLED,App,APP_CAMPAIGN,19012191558,2022-12-19,VN,MOBILE,Search partners,USD,Asia/Hong_Kong,Dec 2022,0,6,0,0,0,0,0,2022-12-19 00:32:55,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
� YJ-SM-,70447023,yeahlead_VN_magpiecredit app_M_UAC2.5-221123,ENABLED,App,APP_CAMPAIGN,19012191558,2022-12-19,VN,MOBILE,Google search,USD,Asia/Hong_Kong,Dec 2022,57,1059,13.029,24,0,59,18,2022-12-19 00:32:55,6,0.421,1809583.333,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
� YJ-SM-,70447023,yeahlead_VN_magpiecredit app_M_UAC2.5-221123,ENABLED,App,APP_CAMPAIGN,19012191558,2022-12-19,VN,MOBILE,Google search,USD,Asia/Hong_Kong,Dec 2022,5,75,1.125,0,0,2,0,2022-12-19 00:32:55,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
� YJ-SM-,70447023,yeahlead_VN_magpiecredit app_M_UAC2.5-221123,ENABLED,App,APP_CAMPAIGN,19012191558,2022-12-19,VN,MOBILE,Display Network,USD,Asia/Hong_Kong,Dec 2022,0,34,0,0,0,0,0,2022-12-19 00:32:55,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,US,TABLET,Google search,USD,Asia/Shanghai,Dec 2022,0,16,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,US,TABLET,Display Network,USD,Asia/Shanghai,Dec 2022,1,24,0.09910229999999999,0,0,1,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,US,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,119,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,US,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,3,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,US,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,44,1355,20.9952939,9,0,30,0,2022-12-19 00:32:54,0,0.2045,7776034.778,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,US,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,1,13,0.48899999999999993,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,US,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,40,1398,6.8483792999999995,10,0,29,0,2022-12-19 00:32:54,0,0.238,2282793.1,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,GB,TABLET,Google search,USD,Asia/Shanghai,Dec 2022,0,7,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,GB,TABLET,Display Network,USD,Asia/Shanghai,Dec 2022,0,8,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,GB,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,23,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,GB,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,7,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,GB,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,6,345,2.5509225,3,0,7,0,2022-12-19 00:32:54,0,0.5,2834358.333,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,GB,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,1,10,0.48,0,0,2,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,GB,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,14,289,1.3312301999999998,4,0,10,0,2022-12-19 00:32:54,0,0.2222,1109358.5,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,DE,TABLET,Google search,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,DE,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,1,30,0.10200000000000001,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,DE,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,5,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,DE,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,5,102,2.01,0,0,2,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,DE,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,2,42,0.6509999999999999,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,DE,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,3,27,0.6055155,0,0,2,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,CA,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,6,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,CA,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,CA,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,2,86,1.5243350999999998,0,0,1,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,CA,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,1,40,0.2572509,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,AU,TABLET,Display Network,USD,Asia/Shanghai,Dec 2022,0,1,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,AU,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,3,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,AU,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,1,77,1.113,0,0,1,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-T1-3.0-1217,ENABLED,App,APP_CAMPAIGN,19285918532,2022-12-19,AU,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,1,36,0.042045,0,0,1,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,US,TABLET,Google search,USD,Asia/Shanghai,Dec 2022,0,6,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,US,TABLET,Display Network,USD,Asia/Shanghai,Dec 2022,2,21,0.1005429,1,0,2,0,2022-12-19 00:32:54,0,0.5,335143,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,US,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,1,98,0.009,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,US,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,5,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,US,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,46,1130,2.0829024,15,0,51,0,2022-12-19 00:32:54,0,0.326,462867.2,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,US,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,1,9,0.066,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,US,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,186,3249,5.8943283,26,0,97,0,2022-12-19 00:32:54,0,0.1397,755683.1153,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,GB,TABLET,Google search,USD,Asia/Shanghai,Dec 2022,0,11,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,GB,TABLET,Display Network,USD,Asia/Shanghai,Dec 2022,0,6,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,GB,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,25,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,GB,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,6,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,GB,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,17,677,0.7722735,3,0,10,0,2022-12-19 00:32:54,0,0.1764,858081.6666,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,GB,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,0,6,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
Z-Twinkl,67651495,CQX-下载,ENABLED,App,APP_CAMPAIGN,19251866310,2022-12-19,GB,MOBILE,Display Network,USD,Asia/Shanghai,Dec 2022,59,934,2.1735260999999997,11,0,51,0,2022-12-19 00:32:54,0,0.1833,658644.2727,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
chero-03,64023074,"Archero-AND-KR-T1-2.5(payall,bid2)-0519-高出价",ENABLED,App,APP_CAMPAIGN,9031205410,2022-12-19,KR,TABLET,Google search,USD,Asia/Shanghai,Dec 2022,0,15,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
chero-03,64023074,"Archero-AND-KR-T1-2.5(payall,bid2)-0519-高出价",ENABLED,App,APP_CAMPAIGN,9031205410,2022-12-19,KR,TABLET,Display Network,USD,Asia/Shanghai,Dec 2022,0,55,0.15003419999999998,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
chero-03,64023074,"Archero-AND-KR-T1-2.5(payall,bid2)-0519-高出价",ENABLED,App,APP_CAMPAIGN,9031205410,2022-12-19,KR,MOBILE,YouTube Videos,USD,Asia/Shanghai,Dec 2022,0,7,0.044853,0,1,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
chero-03,64023074,"Archero-AND-KR-T1-2.5(payall,bid2)-0519-高出价",ENABLED,App,APP_CAMPAIGN,9031205410,2022-12-19,KR,MOBILE,Search partners,USD,Asia/Shanghai,Dec 2022,0,6,0,0,0,0,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
chero-03,64023074,"Archero-AND-KR-T1-2.5(payall,bid2)-0519-高出价",ENABLED,App,APP_CAMPAIGN,9031205410,2022-12-19,KR,MOBILE,Google search,USD,Asia/Shanghai,Dec 2022,2,22,0.898539,0,0,1,0,2022-12-19 00:32:54,0,0,0,1,51,12,4,2022,2022Q4,第51周(12/19~12/25)
